Entity_1,Entity_2,Relation,Mode,Evidence_PMID,Evidence_Sents,Confirmation_without_context,Confirmation_with_context
Lipopolysaccharide,epithelial-mesenchymal transition,pos,direct,25367215,Lipopolysaccharide enhances OSCC migration by promoting epithelial-mesenchymal transition.,True - Lipopolysaccharide (LPS) can promote epithelial-mesenchymal transition.,True: Lipopolysaccharide promotes epithelial-mesenchymal transition.
Resveratrol,epithelial-mesenchymal transition of cancer cells,neg,direct,31310624,Resveratrol induced premature senescence and inhibited epithelial-mesenchymal transition of cancer cells via induction of tumor suppressor Rad9.,True - Resveratrol has been shown to reduce epithelial-mesenchymal transition in cancer cells.,True: Resveratrol reduces epithelial-mesenchymal transition of cancer cells.
Lipoamide,Deficiency-induced Epithelial-Mesenchymal Transition,neg,direct,29198560,Lipoamide Inhibits NF1 Deficiency-induced Epithelial-Mesenchymal Transition in Murine Schwann Cells.,Unknown - The impact of lipoamide on EMT induced by deficiency conditions is not well established.,Statement: True. (The context implies that Lipoamide inhibits NF1 Deficiency-induced Epithelial-Mesenchymal Transition.)
PDCD10,epithelial-to-mesenchymal transition,pos,direct,34521817,"In addition, PDCD10 could facilitate epithelial-to-mesenchymal transition  of HCC cells.",Unknown - The role of PDCD10 in EMT is not well defined.,Statement: True. (The context suggests that PDCD10 could facilitate epithelial-to-mesenchymal transition of HCC cells.)
miR-221,TGFbeta1-induced epithelial-mesenchymal transition,pos,direct,25928257,miR-221 facilitates the TGFbeta1-induced epithelial-mesenchymal transition in human bladder cancer cells by targeting STMN1.,True - miR-221 has been implicated in promoting TGFbeta1-induced EMT.,True: miR-221 promotes TGFbeta1-induced epithelial-mesenchymal transition.
interleukin-6,epithelial-to-mesenchymal transition,pos,direct,25744243,"It was recently demonstrated that interleukin-6  induces the epithelial-to-mesenchymal transition  in cholangiocarcinoma , but the underlying molecular mechanism remains to be explored.",True - Interleukin-6 can promote EMT.,True: Interleukin-6 promotes epithelial-to-mesenchymal transition.
miR-128,epithelial-mesenchymal transition,neg,inferred,26700675,"Mechanically, miR-128 overexpression inhibited epithelial-mesenchymal transition  of MG-63 cells.",True - miR-128 has been reported to suppress EMT.,True: miR-128 reduces epithelial-mesenchymal transition.
Transforming growth,epithelial-mesenchymal transition,pos,direct,32606331,Transforming growth factor-Î²  promotes tumor invasion and metastasis by inducing epithelial-mesenchymal transition .,"False - The statement is incomplete. If ""Transforming growth"" is supposed to be Transforming Growth Factor, then it would be true as TGF-beta promotes EMT.",Statement: True. (The context implies that transforming growth factor-β promotes tumor invasion and metastasis by inducing epithelial-mesenchymal transition.)
RIPK4,epithelialâmesenchymal transition,pos,inferred,32016450,Silencing of RIPK4 inhibits epithelialâmesenchymal transition by inactivating the Wnt/Î²âcatenin signaling pathway in osteosarcoma.,True - RIPK4 has been reported to promote EMT.,"False: RIPK4 does not promote epithelial‐mesenchymal transition. Rather, silencing of RIPK4 inhibits epithelial‐mesenchymal transition."
15-Hydroxyprostaglandin dehydrogenase,epithelial-mesenchymal transition,pos,direct,22072156,"15-Hydroxyprostaglandin dehydrogenase associates with poor prognosis in breast cancer, induces epithelial-mesenchymal transition, and promotes cell migration in cultured breast cancer cells.",False - 15-Hydroxyprostaglandin dehydrogenase (HPGD) generally reduces EMT.,"Statement: True. (The context suggests that 15-Hydroxyprostaglandin dehydrogenase associates with poor prognosis in breast cancer, induces epithelial-mesenchymal transition, and promotes cell migration.)"
HPGD,mesenchymal-epithelial transition,neg,inferred,22072156,"Furthermore, gene expression microarray analysis followed by quantitative RT-PCR validation showed that HPGD silencing decreased aryl hydrocarbon receptor signalling and induced mesenchymal-epithelial transition.",False - HPGD (15-Hydroxyprostaglandin Dehydrogenase) has been shown to inhibit EMT.,"Statement: False. (HPGD silencing induced mesenchymal-epithelial transition, not reduced it.)"
Regorafenib,epithelial-mesenchymal transition,neg,direct,30761258,Regorafenib reverses HGF-induced sorafenib resistance by inhibiting epithelial-mesenchymal transition in hepatocellular carcinoma.,True - Regorafenib can reduce EMT.,True: Regorafenib reduces epithelial-mesenchymal transition.
HGF,epithelial-mesenchymal transition,pos,direct,30761258,"Furthermore, HGF activates the downstream extracellular signal-related kinase  and signal transducer and activator of transcription 3  pathway and induces epithelial-mesenchymal transition  by up-regulating Snail in HCC cells.",True - HGF (Hepatocyte Growth Factor) promotes EMT.,True: HGF promotes epithelial-mesenchymal transition.
Notch-1,epithelial-mesenchymal transition,pos,direct,21463919,Notch-1 induces epithelial-mesenchymal transition consistent with cancer stem cell phenotype in pancreatic cancer cells.,True - Notch-1 signaling can promote EMT.,True: Notch-1 promotes epithelial-mesenchymal transition.
apatinib,epithelialâmesenchymal transition,neg,direct,33846786,"In addition, apatinib inhibited the epithelialâmesenchymal transition of Hep3b cells by increasing the expression of the epithelial hallmarks Eâcadherin and Î±âcatenin and decreased the expression of the mesenchymal hallmarks Nâcadherin and vimentin.",True - Apatinib can reduce EMT.,True: Apatinib reduces epithelial‐mesenchymal transition.
FoxM1,epithelial-mesenchymal transition,pos,direct,24676803,Forkhead box M1  transcription factor is related to the pathogenesis of various malignancies and recent evidence indicates that FoxM1 promotes epithelial-mesenchymal transition  in breast cancer.,True - FoxM1 can promote EMT.,True: FoxM1 promotes epithelial-mesenchymal transition.
"3,6-dihydroxyflavone",epithelial-mesenchymal transition,neg,direct,27345219,"3,6-dihydroxyflavone suppresses the epithelial-mesenchymal transition in breast cancer cells by inhibiting the Notch signaling pathway.","Unknown - The impact of 3,6-dihydroxyflavone on EMT is not well established.","Statement: True. (The context implies that 3,6-dihydroxyflavone suppresses the epithelial-mesenchymal transition.)"
Panx3 depletion,epithelial-mesenchymal transition,neg,direct,30389492,"In addition, Panx3 depletion reduced epithelial-mesenchymal transition during skin wound healing.",Unknown - The role of Panx3 in EMT is not well established.,Statement: True. (The context suggests that Panx3 depletion reduced epithelial-mesenchymal transition during skin wound healing.)
CCN1,epithelial-mesenchymal transition,pos,direct,20458273,CCN1 induces a reversible epithelial-mesenchymal transition in gastric epithelial cells.,True - CCN1/Cyr61 can promote EMT.,True: CCN1 promotes epithelial-mesenchymal transition.
CCN1,epithelial-mesenchymal transition,pos,direct,20458273,"In conclusion, our study indicates that CCN1 can induce reversible epithelial-mesenchymal transition, and this feature may have great value for clinical wound healing.",True - CCN1/Cyr61 can promote EMT.,True: CCN1 promotes epithelial-mesenchymal transition.
